year,recipient,recipient_iso3,aid,debt,aid_socgov,aid_econ,aid_human,frequencies_by_year,counts_by_year,relevant,govt_visits,mil_visits,total_visits,polity2,v2x_api,gdp,pop,china_gdp,china_pop,disaster,civilwar,dist,distw,distwces,imports,exports,atopally,distance,agree,fdi,region
2008,Armenia,ARM,2475703.39662547,0,0,2475703.39662547,0,0.11,5,1,0,0,0,5,0.594,30435546698.9769,2907615,9819501089971.55,1324655000,1.2218441310000001,0,5947.150390625,6213.0666554100035,6183.088749399639,11506191,69212461,0,0.7143503,0.8461538,-913226598.5,Europe & Central Asia
2009,Armenia,ARM,847414.759201229,0,847414.759201229,0,0,0.16,16,1,0,0,0,5,0.606,26144134614.2082,2888094,10742409055886.5,1331260000,1.200393719,0,5947.150390625,6213.0666554100035,6183.088749399639,23938617,87414900,0,0.7260233,0.8780488,-707800329.9,Europe & Central Asia
2010,Armenia,ARM,16962419.20274189,0,7142071.24325974,9820347.95948215,0,0.12,14,1,0,0,0,5,0.619,26719305575.777,2877314,11884957832311.2,1337705000,1.241965876,0,5947.150390625,6213.0666554100035,6183.088749399639,46703414,117130052,0,0.9274588,0.8674699,-501862329,Europe & Central Asia
2011,Armenia,ARM,0,0,0,0,0,0.18,20,1,0,0,0,5,0.623,27975112937.4842,2876536,13020070209403.8,1345035000,1.420451152,0,5947.150390625,6213.0666554100035,6183.088749399639,34631988,135722781,0,0.8154093,0.8465909,-434138222.4,Europe & Central Asia
2012,Armenia,ARM,3289611.1853203992,0,3289611.1853203992,0,0,0.18,17,1,0,0,0,5,0.639,29989321069.253,2884239,14043934216102.1,1354190000,2.000000016,0,5947.150390625,6213.0666554100035,6183.088749399639,35165810,113204371,0,0.9706511,0.8536585,-473210732.1,Europe & Central Asia
2013,Armenia,ARM,0,0,0,0,0,0.21,16,1,0,0,0,5,0.635,30978968664.5384,2897593,15134607226924.2,1363240000,0.999999994,0,5947.150390625,6213.0666554100035,6183.088749399639,73138531,119849623,0,0.5767209,0.8492063,-315829524.3,Europe & Central Asia
2014,Armenia,ARM,13044997.0245645,0,13044997.0245645,0,0,0.1,7,1,0,0,0,5,0.623,32094211536.6445,2912403,16258467389928.8,1371860000,0,0,5947.150390625,6213.0666554100035,6183.088749399639,167172701,122809063,0,0.9162374,0.8333333,-377774324,Europe & Central Asia
2015,Armenia,ARM,33760716.192425944,0,9446880.328367244,24313835.8640587,0,0.25,13,1,0,0,0,5,0.63,33121226305.4854,2925559,17403279549482.5,1379860000,0,0,5947.150390625,6213.0666554100035,6183.088749399639,208972279,112400450,0,0.4056308,0.8169014,-155376062,Europe & Central Asia
2016,Armenia,ARM,0,0,0,0,0,0.32,17,1,0,0,0,5,0.632,33187468758.0387,2936147,18595188781703.6,1387790000,0,0,5947.150390625,6213.0666554100035,6183.088749399639,280618246,111083094,0,0.6224269,0.7803738,-263213931.7,Europe & Central Asia
2017,Armenia,ARM,14798489.4873379,0,14798489.4873379,0,0,0.28,15,1,0,0,0,5,0.656,35676528915.4363,2944789,19887033884256.7,1396215000,0,0,5947.150390625,6213.0666554100035,6183.088749399639,302677119,143851698,0,0.5363169,0.7844828,-221878286.3,Europe & Central Asia
2000,Azerbaijan,AZE,0,0,0,0,0,0.16,8,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,Azerbaijan,AZE,0,0,0,0,0,0.13,6,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,Azerbaijan,AZE,1310535.30508861,0,1310535.30508861,0,0,0.04,2,1,0,0,0,-7,0.465,38706967255.1185,8171950,5152785033972.09,1280400000,0.782821687,0,5520.21435546875,5870.1023223197935,5835.6346427241015,1454972,94027538,0,0.52079,0.8787879,-1066821000,Europe & Central Asia
2003,Azerbaijan,AZE,0,0,0,0,0,0.11,6,1,0,0,0,-7,0.458,42658290361.3658,8234100,5670023166308.18,1288400000,0.810465054,0,5520.21435546875,5870.1023223197935,5835.6346427241015,34668849,203489199,0,0.8478027,0.9352941,-2351747000,Europe & Central Asia
2004,Azerbaijan,AZE,2388520.8269037,0,0,2388520.8269037,0,0.08,4,1,0,0,0,-7,0.429,46605804001.5187,8306500,6243467841396.09,1296075000,1.164986051,0,5520.21435546875,5870.1023223197935,5835.6346427241015,40209403,143736294,0,0.7310838,0.9358974,-2351283000,Europe & Central Asia
2005,Azerbaijan,AZE,3448173.30503352,0,0,0,0,0.14,7,1,0,0,0,-7,0.429,59637503648.0424,8391850,6954885516694.85,1303720000,0,1,5520.21435546875,5870.1023223197935,5835.6346427241015,24400916,233645650,0,0.5376965,0.9148936,-459151000,Europe & Central Asia
2006,Azerbaijan,AZE,0,0,0,0,0,0.17,9,1,0,0,0,-7,0.426,80212442406.6171,8484550,7839613419837.17,1311020000,0,0,5520.21435546875,5870.1023223197935,5835.6346427241015,22018798,346671647,0,0.6882662,0.9315789,1289475000,Europe & Central Asia
2007,Azerbaijan,AZE,0,0,0,0,0,0.17,8,1,0,0,0,-7,0.421,100265552889.211,8581300,8955257903305.3,1317885000,0,0,5520.21435546875,5870.1023223197935,5835.6346427241015,1442213,475174960,0,0.4607625,0.9337349,5034521000,Europe & Central Asia
2008,Azerbaijan,AZE,0,0,0,0,0,0.16,7,1,0,0,0,-7,0.417,111053101726.768,8763400,9819501089971.55,1324655000,0,1,5520.21435546875,5870.1023223197935,5835.6346427241015,114863737,686098458,0,0.2816775,0.9230769,540824000,Europe & Central Asia
2009,Azerbaijan,AZE,0,0,0,0,0,0.17,17,1,0,0,0,-7,0.411,121377002012.806,8947243,10742409055886.5,1331260000,0,0,5520.21435546875,5870.1023223197935,5835.6346427241015,128316641,553288806,0,0.3986507,0.9342105,-147181000,Europe & Central Asia
2010,Azerbaijan,AZE,0,0,0,0,0,0.1,12,1,0,0,0,-7,0.415,127505259496.577,9054332,11884957832311.2,1337705000,3,0,5520.21435546875,5870.1023223197935,5835.6346427241015,86547383,846157246,0,0.6342555,0.9146341,-331155000,Europe & Central Asia
2011,Azerbaijan,AZE,0,0,0,0,0,0.24,26,1,0,0,0,-7,0.409,127632764931.807,9173082,13020070209403.8,1345035000,0,0,5520.21435546875,5870.1023223197935,5835.6346427241015,193720359,892618568,0,0.2075686,0.9207317,-932582000,Europe & Central Asia
2012,Azerbaijan,AZE,0,0,0,0,0,0.34,32,1,0,0,0,-7,0.406,130396319940.942,9295784,14043934216102.1,1354190000,0,1,5520.21435546875,5870.1023223197935,5835.6346427241015,214161731,1069827220,0,0.3327726,0.9066667,-812407000,Europe & Central Asia
2013,Azerbaijan,AZE,0,0,0,0,0,0.27,21,1,0,0,0,-7,0.403,137972086435.698,9416801,15134607226924.2,1363240000,0,0,5520.21435546875,5870.1023223197935,5835.6346427241015,233583286,868568350,0,0.0041703,0.9237288,-1141550000,Europe & Central Asia
2014,Azerbaijan,AZE,4692444.97286495,0,0,4692444.97286495,0,0.18,12,1,0,0,0,-7,0.386,141767018076.399,9535079,16258467389928.8,1371860000,0,1,5520.21435546875,5870.1023223197935,5835.6346427241015,297062697,645252818,0,0.2171593,0.9130435,-2443393000,Europe & Central Asia
2015,Azerbaijan,AZE,0,529692917.322305,0,0,0,0.4,21,1,0,0,0,-7,0.382,143317915111.376,9649341,17403279549482.5,1379860000,0,0,5520.21435546875,5870.1023223197935,5835.6346427241015,222904058,439145357,0,0.5558659,0.8676471,-838252000,Europe & Central Asia
2016,Azerbaijan,AZE,14452392.83912016,0,14452392.83912016,0,0,0.28,15,1,0,0,0,-7,0.397,138875059914.371,9757812,18595188781703.6,1387790000,0,0,5520.21435546875,5870.1023223197935,5835.6346427241015,412081779,345883254,0,0.2784018,0.8300971,-1926065000,Europe & Central Asia
2017,Azerbaijan,AZE,3341498.92624091,21430000,0,3341498.92624091,0,0.21,11,1,0,0,0,-7,0.395,139152809949.428,9854033,19887033884256.7,1396215000,0,0,5520.21435546875,5870.1023223197935,5835.6346427241015,577453747,386971460,0,0.413002,0.8288288,-303106351.9,Europe & Central Asia
2000,Egypt,EGY,0,0,0,0,0,1.41,69,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,Egypt,EGY,0,0,0,0,0,1.86,89,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,Egypt,EGY,16541072.31531037,0,7863211.83053168,8677860.48477869,0,1.64,75,1,0,0,0,-6,0.414,565118761799.138,71485044,5152785033972.09,1280400000,25.00000002,0,7551.41796875,7795.573882933807,7770.150499168378,91854383,852923375,0,0.7114205,0.9405941,-619100000,Middle East & North Africa
2003,Egypt,EGY,2554570.59810024,0,0,0,0,1.04,55,1,0,0,0,-6,0.414,583165573678.672,72826102,5670023166308.18,1288400000,1.999999996,0,7551.41796875,7795.573882933807,7770.150499168378,152820992,936758397,0,0.2404649,0.967033,-216700000,Middle East & North Africa
2004,Egypt,EGY,26273729.09594072,0,0,26273729.09594072,0,1.84,93,1,0,0,0,-6,0.418,607029126570.398,74172073,6243467841396.09,1296075000,16,0,7551.41796875,7795.573882933807,7770.150499168378,187935728,1388434677,0,0.5010629,0.9578313,-1094400000,Middle East & North Africa
2005,Egypt,EGY,29888816.781239,0,0,29888816.781239,0,1.48,74,1,0,0,0,-3,0.419,634173917960.629,75523576,6954885516694.85,1303720000,6.000000016,0,7551.41796875,7795.573882933807,7770.150499168378,211135885,1934035925,0,0.9257342,0.9444444,-5283600000,Middle East & North Africa
2006,Egypt,EGY,7741753.35672855,0,0,7741753.35672855,0,1.84,95,1,0,0,0,-3,0.421,677575754793.361,76873670,7839613419837.17,1311020000,1.999999999,0,7551.41796875,7795.573882933807,7770.150499168378,216768816,2975501314,0,0.6749273,0.9495413,-9894400000,Middle East & North Africa
2007,Egypt,EGY,0,654241.307428333,0,0,0,2.16,104,1,0,0,0,-3,0.421,725601154982.985,78232124,8955257903305.3,1317885000,4.00000001,0,7551.41796875,7795.573882933807,7770.150499168378,239739333,4468099230,0,0.8097796,0.9565217,-10913300000,Middle East & North Africa
2008,Egypt,EGY,13390.1361269214,0,13390.1361269214,0,0,2.15,96,1,0,0,0,-3,0.422,777527231173.721,79636081,9819501089971.55,1324655000,97.99999968,0,7551.41796875,7795.573882933807,7770.150499168378,428939103,5874260276,0,0.8618066,0.9255319,-7574400000,Middle East & North Africa
2009,Egypt,EGY,21161767.946902268,5725158.24696867,21161767.946902268,0,0,1.89,184,1,0,0,0,-3,0.417,813865742297.954,81134789,10742409055886.5,1331260000,2.000000043,0,7551.41796875,7795.573882933807,7770.150499168378,752542778,5107359456,0,0.7638285,0.922619,-6140400000,Middle East & North Africa
2010,Egypt,EGY,120863.315543502,1208633.15543502,120863.315543502,0,0,1.97,226,1,0,0,0,-3,0.417,855757323488.8,82761244,11884957832311.2,1337705000,61.99999992,0,7551.41796875,7795.573882933807,7770.150499168378,917930190,6040984268,0,0.6099137,0.9712644,-5210100000,Middle East & North Africa
2011,Egypt,EGY,14457057.392047372,0,14457057.392047372,0,0,2.26,244,1,0,0,0,-2,0.416,870857777172.805,84529251,13020070209403.8,1345035000,1.999999984,0,7551.41796875,7795.573882933807,7770.150499168378,1518340176,7283232684,0,0.2990894,0.8617021,1108200000,Middle East & North Africa
2012,Egypt,EGY,5166281.012269,203700938.463464,5166281.012269,0,0,1.56,146,1,0,0,0,-3,0.564,890244811240.2,86422240,14043934216102.1,1354190000,5.000000013,0,7551.41796875,7795.573882933807,7770.150499168378,1320736724,8223921373,0,0.500442,0.8953488,-2586600000,Middle East & North Africa
2013,Egypt,EGY,0,0,0,0,0,2.34,180,1,0,0,0,-4,0.445,909700809383.984,88404652,15134607226924.2,1363240000,7.000000015,0,7551.41796875,7795.573882933807,7770.150499168378,1851606760,8362674701,0,0.7735694,0.921875,-3891200000,Middle East & North Africa
2014,Egypt,EGY,0,0,0,0,0,1.2,80,1,0,0,0,-4,0.292,936226883355.969,90424668,16258467389928.8,1371860000,4.999999999,1,7551.41796875,7795.573882933807,7770.150499168378,1159516629,10460509601,0,0.6593902,0.9423077,-4359500000,Middle East & North Africa
2015,Egypt,EGY,53850193.44117036,0,0,53850193.44117036,0,1.41,74,1,0,0,0,-4,0.33,977158901308.734,92442549,17403279549482.5,1379860000,41.0000001,0,7551.41796875,7795.573882933807,7770.150499168378,917844080,11958576936,0,1.123135,0.8611111,-6743500000,Middle East & North Africa
2016,Egypt,EGY,15270612.98983537,1187985256.386319,0,15270612.98983537,0,1.27,67,1,0,0,0,-4,0.372,1019632514742.84,94447071,18595188781703.6,1387790000,26,0,7551.41796875,7795.573882933807,7770.150499168378,553212429,10436255851,0,0.8585101,0.8076923,-7900200000,Middle East & North Africa
2017,Egypt,EGY,51228781.17875267,861000000,100000,51128781.17875267,0,1.96,105,1,0,0,0,-4,0.367,1062265603571.56,96442590,19887033884256.7,1396215000,0,0,7551.41796875,7795.573882933807,7770.150499168378,1341934131,9485643131,0,0.6830268,0.7857143,-7209700000,Middle East & North Africa
2000,Guyana,GUY,0,0,0,0,0,0.04,2,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,Guyana,GUY,0,0,0,0,0,0.04,2,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,Guyana,GUY,7863211.83053168,0,7863211.83053168,0,0,0.04,2,1,0,0,0,6,0.792,6006334363.08992,744789,5152785033972.09,1280400000,0,0,14808.4755859375,15263.240563771056,15239.343458166077,3996831,13718547,0,0.0806729,0.8514851,-43600000,Latin America & Caribbean
2003,Guyana,GUY,42723141.49365004,0,0,434277.001677041,0,0.04,2,1,0,0,0,6,0.806,5968360792.34229,745142,5670023166308.18,1288400000,0,0,14808.4755859375,15263.240563771056,15239.343458166077,299854,18120320,0,0.3066764,0.9277778,-26100000,Latin America & Caribbean
2004,Guyana,GUY,0,0,0,0,0,0.06,3,1,0,0,0,6,0.806,6061667286.74211,745737,6243467841396.09,1296075000,0,0,14808.4755859375,15263.240563771056,15239.343458166077,1175040,21183621,0,0.1409662,0.9285714,-30000000,Latin America & Caribbean
2005,Guyana,GUY,62255474.0339768,7157472.64818916,0,62067119.4906034,188354.543373398,0.12,6,1,0,0,0,6,0.806,5943406728.42674,746156,6954885516694.85,1303720000,34.00000189,0,14808.4755859375,15263.240563771056,15239.343458166077,7568957,27208809,0,0.1206271,0.9226804,-76800000,Latin America & Caribbean
2006,Guyana,GUY,0,0,0,0,0,0.06,3,1,0,0,0,6,0.804,6248280275.54174,746335,7839613419837.17,1311020000,0,0,14808.4755859375,15263.240563771056,15239.343458166077,17682108,81503763,0,0.4112808,0.9266055,-102400000,Latin America & Caribbean
2007,Guyana,GUY,24023391.702713188,0,133434.653420888,0,0,0,0,1,0,0,0,6,0.804,6697608871.12916,746477,8955257903305.3,1317885000,0,0,14808.4755859375,15263.240563771056,15239.343458166077,18105113,65857149,0,0.1575402,0.9347826,-152400000,Latin America & Caribbean
2008,Guyana,GUY,0,0,0,0,0,0.07,3,1,0,0,0,6,0.802,6805172581.80237,746815,9819501089971.55,1324655000,0,0,14808.4755859375,15263.240563771056,15239.343458166077,17359005,70978277,0,0.1111361,0.9235294,-178000000,Latin America & Caribbean
2009,Guyana,GUY,23657348.9874841,0,76335.4432929156,23581013.544191185,0,0,0,1,0,0,0,6,0.803,7068976824.16373,747718,10742409055886.5,1331260000,0,0,14808.4755859375,15263.240563771056,15239.343458166077,10746877,59084603,0,0.0858957,0.9390244,-164000000,Latin America & Caribbean
2010,Guyana,GUY,84504234.54971685,38231221.6823196,36258.9946630506,84467975.5550538,0,0.05,6,1,0,0,0,6,0.804,7336056919.48077,749430,11884957832311.2,1337705000,0,0,14808.4755859375,15263.240563771056,15239.343458166077,17279617,83469700,0,0.0695581,0.9411765,-198000000,Latin America & Caribbean
2011,Guyana,GUY,9291681.154658204,0,747606.529685143,8544074.62497306,0,0.06,7,1,0,0,0,6,0.801,7727756738.31506,752029,13020070209403.8,1345035000,0,0,14808.4755859375,15263.240563771056,15239.343458166077,14528313,132625432,0,0.1124164,0.9166667,-246800000,Latin America & Caribbean
2012,Guyana,GUY,163880847.5938865,71295328.4622124,2569009.152417097,161311838.4414694,0,0.04,4,1,0,0,0,6,0.801,8143790063.68535,755388,14043934216102.1,1354190000,0,0,14808.4755859375,15263.240563771056,15239.343458166077,26056916,199505794,0,0.177194,0.8988095,-277910000,Latin America & Caribbean
